side,state,name,sourceSheet,sourceRowNumber,siteID,targetRowNumber,reason
Spreadsheet 1 not spreadsheet 2,Canada,Fort Beauséjour – Fort Cumberland National Historic Site,Canada,25,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Canada,Glacier National Park and Rogers Pass,Canada,107,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Canada,Green Gables Scavenger Hunt,Canada,12,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Canada,L'Anse aux Meadows National Historic Site,Canada,6,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Canada,Mingan Archipelago National Park Reserve,Canada,48,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Canada,Monument-Lefebvre National Historic Site,Canada,31,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Canada,National War Memorial (Ottawa),Canada,67,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Canada,Obadjiwan–Fort Témiscamingue National Historic Site,Canada,49,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Canada,Pingo Canadian Landmark,Canada,118,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Canada,Rideau Canal National Historic Site,Canada,69,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Canada,Rondeau Provincial Park,Canada,73,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Canada,Roosevelt Campobello,Canada,29,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Canada,The Forks National Historic Site,Canada,84,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Colorado,Alpine Loop,Colorado,50,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Colorado,Amache NHS,Colorado,2,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Colorado,Bear Creek Nature Center,Colorado,89,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Colorado,Bent's Old Fort NHS,Colorado,3,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Colorado,California NHT,Colorado,107,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Colorado,Camp Hale-Continental Divide NM,Colorado,60,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Colorado,Canyons of the Ancients NM,Colorado,51,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Colorado,City of Boulder Open Space and Mountain Parks,Colorado,96,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Colorado,City of Boulder Parks and Recreation,Colorado,92,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Colorado,Colorado High Desert and Canyon Country,Colorado,55,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Colorado,Colorado Parks and Wildlife,Colorado,72,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Colorado,Dominguez-Escalante NCA,Colorado,56,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Colorado,Durango Parks and Recreation,Colorado,102,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Colorado,Every Kid Outdoors,Colorado,54,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Colorado,Florissant Fossil Beds NM,Colorado,27,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Colorado,Fountain Creek Nature Center in Fountain,Colorado,91,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Colorado,Golden Gate Canyon State Park,Colorado,85,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Colorado,"Grand Mesa, Uncompahgre, and Gunnison NF",Colorado,61,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Colorado,Gunnison Gorge NCA,Colorado,57,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Colorado,John Martin Reservoir,Colorado,94,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Colorado,La Cache de Poudre River NHA,Colorado,35,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Colorado,Larimer County Department of Natural Resource,Colorado,97,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Colorado,McInnis Canyons NCA,Colorado,58,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Colorado,Medicine Bow-Routt NF,Colorado,62,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Colorado,Mesa Verde NP,Colorado,36,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Colorado,Moraine Park Discovery Center,Colorado,90,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Colorado,Mount Blue Sky,Colorado,63,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Colorado,Mueller SP,Colorado,82,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Colorado,Old Spanish NHT,Colorado,114,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Colorado,Pawnee NG,Colorado,65,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Colorado,Pike National Forest,Colorado,66,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Colorado,Pony Express NHT,Colorado,127,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Colorado,Santa Fe NHT,Colorado,130,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Colorado,South Suburban Parks & Rec,Colorado,100,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Colorado,State Forest SP,Colorado,88,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Colorado,White River NF,Colorado,71,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Colorado,Yucca House NM,Colorado,47,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Connecticut,Appalachian NST,Connecticut,21,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Connecticut,Aspetuck Land Trust,Connecticut,16,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Connecticut,Coltsville NHP,Connecticut,2,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Connecticut,New England NST,Connecticut,25,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Connecticut,"New York, Pennsylvania, Rhode Island, Virginia, Washington, D.C.",Connecticut,61,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Connecticut,South Windsor Parks and Recreation,Connecticut,19,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Connecticut,Stephen Mather Homestead,Connecticut,18,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Connecticut,Upper Farmington WSR,Connecticut,20,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Connecticut,Washington-Rochambeau Revolutionary Route NHT,Connecticut,59,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Delaware,Captain John Smith Chesapeake NHT,Delaware,9,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Delaware,Chesapeake Bay Watershed,Delaware,12,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Delaware,"New York, Pennsylvania, Rhode Island, Virginia, Washington, D.C.",Delaware,17,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Delaware,Washington-Rochambeau Revolutionary Route NHT,Delaware,15,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Florida,Arthur R. Marshall Loxhatchee NWR,Florida,63,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Florida,Bayview Park,Florida,87,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Florida,Biscayne NP,Florida,25,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Florida,Cliff Stephens Park,Florida,90,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Florida,Crest Lake Park,Florida,91,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Florida,De Soto NM,Florida,37,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Florida,Florida Keys NWR,Florida,67,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Florida,Florida NST,Florida,74,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Florida,Florida's State Parks,Florida,76,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Florida,Fort Caroline NM,Florida,54,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Florida,Homosassa Springs SP,Florida,83,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Florida,Indian River Lagoon Aquatic Preserves,Florida,80,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Florida,"JN ""Ding"" Darling NWR",Florida,68,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Florida,John D. MacArthur Beach State Park,Florida,81,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Florida,Jonathan Dickson SP,Florida,82,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Florida,Kapok Park,Florida,88,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Florida,Kennedy Space Center,Florida,96,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Florida,Lake Chautauqua Park,Florida,89,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Florida,Lower Suwannee NWR & Cedar Keys NWR,Florida,69,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Florida,Manatee Village Historical Park,Florida,92,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Florida,Martin County,Florida,98,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Florida,McIntosh Preserve,Florida,93,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Florida,National Key Deer Refuge,Florida,71,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Florida,Ocala NF,Florida,75,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Florida,Southeast Region National Fish Hatcheries,Florida,73,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Florida,St. Marks NWR,Florida,72,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Florida,Timucuan EHP,Florida,53,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Florida,W.P. Franklin South Recreation Area and Lock,Florida,97,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Georgia,A.H. Stephens SP,Georgia,116,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Georgia,Andersonville NHS,Georgia,2,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Georgia,Appalachian NST,Georgia,195,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Georgia,Chattachoochee Forest National Trout Hatchery,Georgia,104,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Georgia,Chief Vann House SHS,Georgia,121,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Georgia,Cloudland Canyon SP,Georgia,122,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Georgia,Cumberland Island NS,Georgia,38,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Georgia,Davidson-Arabia Mountain Nature Preserve,Georgia,187,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Georgia,Dekalb County,Georgia,184,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Georgia,Etowah Indian Mounds SHS,Georgia,129,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Georgia,F. D. Roosevelt SP,Georgia,131,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Georgia,Fort King George SHS,Georgia,134,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Georgia,Fort Morris SHS,Georgia,137,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Georgia,Fort Yargo SP,Georgia,139,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Georgia,George L. Smith SP,Georgia,141,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Georgia,George T. Bagby SP,Georgia,142,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Georgia,Georgia's State Parks,Georgia,110,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Georgia,Gordonia-Alatamaha SP,Georgia,144,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Georgia,Hardman Farm SHS,Georgia,147,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Georgia,Harris Neck NWR,Georgia,105,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Georgia,Hofwyl-Broadfield Plantation SHS,Georgia,149,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Georgia,James H. Floyd SP,Georgia,151,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Georgia,Jarrell Plantation SHS,Georgia,150,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Georgia,Kennesaw Mountain NBP,Georgia,79,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Georgia,Kolomoki Mounds SP,Georgia,152,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Georgia,Lithonia-Davidson Library,Georgia,190,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Georgia,Mason Mill Park,Georgia,188,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Georgia,Monastery of the Holy Spirit,Georgia,189,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Georgia,New Echota SHS,Georgia,158,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Georgia,PIckett's Mill Battlefield SHS,Georgia,160,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Georgia,Providence Park,Georgia,186,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Georgia,Reynold's Mansion SP,Georgia,165,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Georgia,Roosevet's Little White House SHS,Georgia,167,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Georgia,Salem-Panola Library,Georgia,192,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Georgia,Smithgall Woods SP,Georgia,173,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Georgia,Southeast Region National Fish Hatcheries,Georgia,108,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Georgia,Stonecrest Library,Georgia,191,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Georgia,Tallulah Gorge SP,Georgia,176,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Georgia,Trail of Tears NHT,Georgia,199,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Georgia,Traveler's Rest SHS,Georgia,177,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Georgia,Tugaloo SP,Georgia,178,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Georgia,Unicoi SP,Georgia,179,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Georgia,Vogel SP,Georgia,181,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Georgia,Wormsloe SHS,Georgia,183,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Hawaii,Ala Kahakai NHT,Hawaii,2,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Hawaii,Diamond Head State Park,Hawaii,30,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Hawaii,Haleakalā NP,Hawaii,3,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Hawaii,Hono'uli'uli NHS,Hawaii,10,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Hawaii,Honolulu Memorial,Hawaii,31,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Hawaii,Kalaupapa NHP,Hawaii,11,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Hawaii,Kealia Pond NWR,Hawaii,33,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Hawaii,Kilauea Point NWR,Hawaii,32,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Hawaii,Pearl Harbor NM,Hawaii,16,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Hawaii,Pu'ukoholā Heiau NHS,Hawaii,24,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Idaho,Albeni Falls Dam,Idaho,24,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Idaho,BLM Idaho State Office,Idaho,21,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Idaho,California NHT,Idaho,68,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Idaho,Caribou-Targhee National Forest,Idaho,26,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Idaho,Castle Rocks SP,Idaho,37,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Idaho,City of Rocks NR,Idaho,2,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Idaho,Coeur d’ Alene’s Old Mission SP,Idaho,38,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Idaho,Craters of the Moon NM & Pr,Idaho,9,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Idaho,Discover Areas of the Pocatello Field Office,Idaho,28,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Idaho,Dworshak Dam,Idaho,25,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Idaho,Hagerman Fossil Beds NM,Idaho,17,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Idaho,Harriman Mesa Falls SP,Idaho,42,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Idaho,Henry's Lake SP,Idaho,44,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Idaho,Ice Age Floods NGT,Idaho,71,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Idaho,Land of the Yankee Fort SP,Idaho,48,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Idaho,Lewis and Clark NHT,Idaho,73,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Idaho,Malm Gulch Petrified Forest,Idaho,29,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Idaho,National Interagency Fire Center,Idaho,19,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Idaho,Oregon NHT,Idaho,78,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Idaho,Sawtooth NRA,Idaho,32,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Idaho,Selway Bitterroot Wilderness,Idaho,66,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Idaho,Thousand Springs SP,Idaho,54,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Idaho,Trail of the Coeur d’ Alenes,Idaho,56,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Idaho,Upper Snake Field Office,Idaho,33,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Illinois,Cahokia Mounds SHS,Illinois,47,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Illinois,Carlyle Lake,Illinois,50,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Illinois,Crabtree Nature Center - Cook County,Illinois,49,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Illinois,Emmett Till and Mamie Till-Mobley NM,Illinois,55,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Illinois,Galena Creek Regional Park,Illinois,52,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Illinois,Illinois &  Michigan Canal NHA,Illinois,2,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Illinois,Illinois Riverway VC,Illinois,38,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Illinois,Lake County Forest Preserves,Illinois,54,,,no-confident-match
